Physical_Metric,Molecular_Target,Interaction_Contrast,Interaction_Beta,Interaction_P_Value,Interaction_CI_Lower,Interaction_CI_Upper,Model_R2,Model_R2_Adj,Simple_Slope_15C,Simple_Slope_15C_P,Simple_Slope_22C,Simple_Slope_22C_P,Simple_Slope_8C,Simple_Slope_8C_P,FDR_Adjusted_P,Significant_After_FDR
BMI_kg·m2,MMP-3,Group_8C vs Group_22C Contrast,160.10648852907832,0.5372935216862866,-348.5710800768004,668.784057134957,0.12412976870069947,-0.0583431961533214,216.80419836107956,0.08384781271857789,-119.49787707117542,0.4096694187821577,40.608611457902896,0.850386310565874,0.9745514035453563,False
Weight_kg,TSLP,Group_8C vs Group_15C (Reference),-0.4981705304095838,0.5376835329905414,-2.082407221818344,1.0860661609991762,0.16224316952779305,-0.012289503487250109,0.11151013771996196,0.7793872556223045,-0.7199262875672449,0.13745148863615197,-0.3866603926896218,0.5825638804001896,0.9745514035453563,False
BSA_m2,sTNF-R2,Group_8C vs Group_15C (Reference),-1781.0543894616449,0.5387667166929468,-7460.119942685479,3898.0111637621894,0.13240111681462186,-0.04834865051566517,1009.8295192125017,0.40940710525758006,-1298.5261577923422,0.18731022138303866,-771.2248702491431,0.7690181746028109,0.9746687105390363,False
BSA_m2,MMP-3,Group_8C vs Group_15C (Reference),-3295.1547647899583,0.5405491592057137,-13848.368039408035,7258.058509828117,0.10746079130218,-0.07848487717653252,2592.1948721728077,0.47963838639164125,-4535.958095986645,0.09438659374258362,-702.9598926171507,0.8584892624857705,0.9756137311120021,False
Max_Watts_W,IL-11,Group_8C vs Group_22C Contrast,-0.008200715563506138,0.5430677640959428,-0.03462938668819368,0.018227955561181404,0.23215978260667325,0.07219307064973024,-0.0035977324262983852,0.3113059134905626,0.011307692307696118,0.20919312104540388,0.003106976744189979,0.7568978166093356,0.9756137311120021,False
Body_Fat__Percent,BAFF_per_TNFSF13B,Group_8C vs Group_22C Contrast,-30.810239246283246,0.5431043026567385,-130.11223887445504,68.49176038188854,0.3115190998187125,0.168085578947611,56.22527732675982,0.23246450062241797,-21.810605551401707,0.5468143872060884,-52.62084479768495,0.13769425200738517,0.9756137311120021,False
Body_Density_kg_per_m3,APRIL_per_TNFSF13,Group_8C vs Group_15C (Reference),-128687.12373520905,0.5435470054854847,-543896.284856745,286522.03738632693,0.29563971522110255,0.14889798922549902,-195661.52006423232,0.2401819008326157,266319.41300044407,0.027865047641842278,-324348.6437994414,0.01319806191287376,0.9756137311120021,False
Body_Fat__Percent,MMP-2,Group_8C vs Group_22C Contrast,-344.0659109533867,0.5443863452599886,-1456.5313431762336,768.3995212694601,0.17658526833740695,0.005040532574366763,242.5568824286242,0.1891827109288955,-43.39042515335251,0.818753627338564,-387.45633610673923,0.46898789476136393,0.9756137311120021,False
BMI_kg·m2,IL-10,Group_22C vs Group_15C (Reference),-0.6728953790024651,0.5491135175444707,-2.8743222876729693,1.5285315296680393,0.25285610837096295,0.097201130948247,0.560866256452062,0.005780562183527052,-0.11202912255040309,0.9192211146471052,0.20371521085745786,0.6602203353733396,0.9768293496320539,False
VO2max_ml_per_kg_per_min,IL-20,Group_8C vs Group_15C (Reference),0.4741979210651098,0.549300467806945,-1.0779018811725074,2.026297723302727,0.2957528789356022,0.1490347287138527,-1.0861495491129252,0.1051959741542897,1.876668321876621,0.2631189998459682,-0.6119516280478154,0.14656860672903127,0.9768293496320539,False
Height_m,MMP-3,Group_8C vs Group_22C Contrast,11411.391651201455,0.5495896994393064,-25967.050278354152,48789.83358075706,0.1411362838517416,-0.03779365701247883,-10090.530412744285,0.21765881842195367,-13778.898142600341,0.4520146671345562,-2367.506491398887,0.6546357204296958,0.9768293496320539,False
Body_Density_kg_per_m3,MMP-2,Group_8C vs Group_22C Contrast,145718.91479017376,0.5518338275641268,-334284.6954575453,625722.5250378929,0.17530383018898832,0.00349212814502764,-107122.07266416692,0.18425372173731902,19207.25062342563,0.815123073174796,164926.1654135994,0.4746977515669748,0.9768293496320539,False
Age_years,Chitinase_3-like1,Group_8C vs Group_22C Contrast,-20.891636867053855,0.5521894870531885,-89.77106180722939,47.98778807312167,0.1267661337438406,-0.055157588392859225,19.467068946251292,0.5556762984848991,-4.157072192513429,0.8747747556334486,-25.048709059567283,0.28071238091391937,0.9768293496320539,False
Body_Density_kg_per_m3,BAFF_per_TNFSF13B,Group_8C vs Group_22C Contrast,12948.126688703342,0.5541118397112117,-29948.937919163473,55845.191296570156,0.3093064782234528,0.16541199452000555,-24644.94492258601,0.22729509910208445,9516.644480775361,0.5406406568941646,22464.771169478703,0.1445662817686879,0.9768293496320539,False
VO2max_ml_per_kg_per_min,MMP-2,Group_8C vs Group_22C Contrast,219.48532565992565,0.5548367962621996,-509.00057460600823,947.9712259258595,0.20734927550411397,0.042213707900804476,-237.65545629231323,0.03126898497220121,34.86765456351171,0.8464929271017421,254.35298022343736,0.4340220877371461,0.9768293496320539,False
Height_m,IL-26,Group_8C vs Group_22C Contrast,145.73282545624048,0.5557892353370903,-339.13010788471877,630.5957587971998,0.07732557450177069,-0.11489826414369375,-35.20311368573618,0.7951782866012255,-131.04733373277392,0.5865435706266,14.685491723466548,0.7930687798151577,0.9768293496320539,False
Max_Watts_W,TWEAK_per_TNFSF12,Group_8C vs Group_22C Contrast,0.6822291592128588,0.5567994165863276,-1.5934080523427117,2.9578663707684294,0.2950460301317871,0.14818061974257613,-0.7368140589567188,0.128622459396255,-0.1655384615380875,0.8820945789889156,0.5166906976747713,0.10615090888418899,0.9768293496320539,False
Age_years,IL-10,Group_22C vs Group_15C (Reference),-0.13112927112072964,0.5581304774668671,-0.5699946948320119,0.30773615259055265,0.15098861994097168,-0.025888750904659252,0.09893842887473892,0.32155630433174276,-0.032190842245990725,0.8724072177500439,-0.040152269680139574,0.5134475458717689,0.9768293496320539,False
Height_m,MMP-2,Group_8C vs Group_15C (Reference),21965.93878225436,0.558256329308601,-51573.50764113697,95505.3852056457,0.1412684069333514,-0.037634008288867093,-39442.761404779376,0.08293018926425767,-18871.578789694315,0.6867333535348745,-17476.822622525015,0.5580728767122423,0.9768293496320539,False
