Physical_Metric,Molecular_Target,Interaction_Contrast,Interaction_Beta,Interaction_P_Value,Interaction_CI_Lower,Interaction_CI_Upper,Model_R2,Model_R2_Adj,Simple_Slope_15C,Simple_Slope_15C_P,Simple_Slope_22C,Simple_Slope_22C_P,Simple_Slope_8C,Simple_Slope_8C_P,FDR_Adjusted_P,Significant_After_FDR
Mean_Body_Temp_°C_,IL-12p70,Group_22C vs Group_15C (Reference),-1.8819062271017026,0.2461162468367487,-5.062074461929434,1.2982620077260294,0.2186529334561358,0.05587229459283083,1.105326630311668,0.2829757575677745,-0.7765795967900346,0.5357745728760859,-0.19174388079791704,0.44981004141175296,0.9983944120778494,False
Mean_Skin_Temp_°C_,IL-12p70,Group_8C vs Group_15C (Reference),-0.7124393564755827,0.2513011934080983,-1.9296308007134604,0.5047520877622951,0.22789743751727598,0.06704273700004182,0.7023308190333568,0.24991451819551602,-0.27539967962066625,0.45857483653185893,-0.01010853744222584,0.9295004871903036,0.9983944120778494,False
Muscle_Temp3_°C_,IL-10,Group_22C vs Group_15C (Reference),-2.2960415749142955,0.2542275518392658,-6.243061011643519,1.650977861814928,0.17929517361432834,0.008315001450646786,0.18368758629784923,0.8303916420987383,-2.112353988616446,0.2463377003542524,-0.504082839640173,0.4653208400788158,0.9983944120778494,False
Mean_Skin_Temp_°C_,MMP-1,Group_22C vs Group_15C (Reference),-588.7466904114749,0.26116762218020206,-1615.7008462456233,438.2074654226735,0.3051534045592371,0.16039369717574492,365.98711406356733,0.026951724544663675,-222.75957634790757,0.6541082182686913,-114.51603547240268,0.0008143357873364732,0.9983944120778494,False
Core_Temp_°C_,sCD163,Group_8C vs Group_15C (Reference),-12940.151638819494,0.2650532766419702,-35696.205941594584,9815.9026639556,0.1456841916858329,-0.03229826837961847,5142.360485595277,0.35592037110439734,-9147.786979718396,0.4011228020703892,-7797.791153224217,0.44399184419440463,0.9983944120778494,False
Mean_Skin_Temp_°C_,MMP-2,Group_22C vs Group_15C (Reference),-1805.669608321328,0.26509659191799373,-4981.338760732217,1369.9995440895611,0.06539820072426261,-0.12931050745818262,796.91922849959,0.5047105064000479,-1008.7503798217381,0.3567596209858168,400.3991802759632,0.6301500458078235,0.9983944120778494,False
Mean_Body_Temp_°C_,IL-10,Group_22C vs Group_15C (Reference),-3.9195848659328196,0.2724998483837072,-10.920476323623536,3.081306591757896,0.14833343503417729,-0.029097099333702303,2.262788458969908,0.31476684018733536,-1.6567964069629117,0.5502587201905396,0.011585297429840491,0.9920487757651821,0.9983944120778494,False
Core_Temp_°C_,MMP-2,Group_22C vs Group_15C (Reference),-6780.881798904423,0.2751296181673635,-18958.992150409063,5397.228552600217,0.12393813592663594,-0.05857475242198151,4690.909981906464,0.3736924392685923,-2089.9718169979587,0.5248095707164762,-4428.747162886592,0.2799615479687412,0.9983944120778494,False
Mean_Skin_Temp_°C_,IL-10,Group_22C vs Group_15C (Reference),-2.5961033593209244,0.2840094903009004,-7.345477195400376,2.153270476758527,0.2057081995071568,0.04023074107114788,1.153080031463609,0.36370436444360976,-1.4430233278573155,0.48447874929403856,0.1097376931584686,0.5821561795699373,0.9983944120778494,False
Mean_Skin_Temp_°C_,MMP-3,Group_22C vs Group_15C (Reference),-786.8129886635328,0.28511611399615666,-2229.5387299037757,655.91275257671,0.08668058486558317,-0.10359429328742031,470.6315494990784,0.21997354238001787,-316.1814391644544,0.6147387910236586,216.07631703300407,0.1913178661808419,0.9983944120778494,False
